change,scopus_id,doi,title,year,journal,source_id,in_frame,first_authid,last_authid,byline_complete,local_phrase_verified,matched_families
added,79960564053,10.1186/1741-7015-9-89,Can user testing of a clinical trial patient information sheet make it fit-for-purpose? - A randomized controlled trial,2011,BMC Medicine,28111,false,7101686591,35103238200,true,true,text_assignment
added,79960844419,10.1007/s10549-010-1193-4,The benefits of discussing adjuvant therapies one at a time instead of all at once,2011,Breast Cancer Research and Treatment,28766,true,7801355675,35312638200,true,true,survey_design
added,79961001062,10.1111/j.1943-278X.2010.00008.x,Effects of race and precipitating event on suicide versus nonsuicide death classification in a college sample,2011,Suicide and Life Threatening Behavior,15313,true,7404928873,45160938900,true,true,text_assignment
added,80052719089,,Modelling of an evacuated tube collector sensitivity analysis approach,2011,JP Journal of Heat and Mass Transfer,19700188163,false,15036813200,8328698100,true,true,survey_design
added,80054041559,10.1007/s11135-010-9336-6,The framing of risks and the communication of subjective probabilities for victimizations,2011,Quality and Quantity,19372,true,25650282400,55894355700,true,true,survey_design
added,80054794799,10.1016/j.enbuild.2011.07.006,Illuminance measurements through HDR imaging photometry in scholastic environment,2011,Energy and Buildings,29359,true,6603930499,7004402846,true,true,survey_design
added,80055118123,10.1016/j.surfcoat.2011.07.065,Self-similar scaling of discharge events through PEO coatings on aluminium,2011,Surface and Coatings Technology,24537,true,26634900100,57189358741,true,true,survey_design
added,81155148616,10.1016/j.socec.2011.10.016,Intentions and ethical behavior in trust games,2012,Journal of Socio Economics,29013,true,35766686600,35766686600,true,false,
added,82055172743,10.1016/j.ocecoaman.2011.10.007,The use of bottom longline on soft bottoms: An opportunity of development for fishing tourism along a coastal area of the Strait of Sicily (Mediterranean Sea),2012,Ocean and Coastal Management,28333,false,54405311400,6602654623,true,true,survey_design
added,82055191591,10.1016/j.psychsport.2011.10.009,An experimental investigation of physical education teachers' and coaches' reactions to weight-based victimization in youth,2012,Psychology of Sport and Exercise,14033,true,53871858700,36611901900,true,false,
added,82255191207,10.1177/107769901108800303,The mediating role of emotions in the relationship between frames and attribution of responsibility for health problems,2011,Journalism and Mass Communication Quarterly,20687,true,25634077000,25634077000,true,true,text_assignment
added,82855167335,10.2304/plat.2011.10.1.25,Lesson learned: Using clinical examples for teaching research methods,2011,Psychology Learning and Teaching,20500195402,true,55515557400,36783934000,true,false,
added,83455245192,10.1108/09513571211191789,Evidence of an expectation gap for greenhouse gas emissions assurance,2012,Accounting Auditing and Accountability Journal,130105,false,25221412800,56143038400,true,true,survey_design
added,83555175087,10.7773/cm.v37i4B.1841,Reproductive biology of black hakes (Merluccius polli and M. senegalensis) off Mauritania,2011,Ciencias Marinas,26806,false,6507253632,54415663700,true,true,survey_design
added,83655182264,,Are all contractual obligations created equal?,2011,Georgetown Law Journal,13600,true,25947420500,23766385600,true,true,survey_design
added,84855168493,10.1515/jbnst-2011-5-612,Plagiarism in student papers: Prevalence estimates using special techniques for sensitive questions,2011,Jahrbucher Fur Nationalokonomie Und Statistik,27132,true,36774306600,60821199400,true,true,survey_design
added,84855813566,10.1016/j.fishres.2011.12.001,Small-scale differences in the distribution and population dynamics of pandalid shrimps in the western Mediterranean in relation to environmental factors,2012,Fisheries Research,12781,true,23097492700,7004259602,true,true,survey_design
added,84857293648,10.3168/jds.2011-4730,The effects of information on willingness to pay for animal welfare in dairy production: Application of nonhypothetical valuation mechanisms,2012,Journal of Dairy Science,32795,false,15126850900,7003839193,true,false,
added,84857606356,10.1108/08876041211199715,"Explanations: If, when, and how they aid service recovery",2012,Journal of Services Marketing,130049,false,7101739997,7006402348,true,true,text_assignment
added,84857717296,10.1002/clen.201100258,A Novel Method for Dye Removal: Ionic Liquid-Based Dispersive Liquid-Liquid Extraction (IL-DLLE),2012,Clean Soil Air Water,5400152707,false,24080127400,6701857558,true,true,survey_design
added,84857972862,10.1371/journal.pone.0032752,Seed spillage from grain trailers on road verges during oilseed rape harvest: An experimental survey,2012,Plos One,10600153309,true,55070700900,56243244400,true,true,survey_design
added,84858255771,10.1093/poq/nfr036,Asking sensitive questions using the crosswise model: An experimental survey measuring plagiarism,2012,Public Opinion Quarterly,23574,true,11239614900,25650282400,true,true,survey_design
added,84859227431,10.1177/1948550611420886,Attachment anxiety uniquely predicts regret proneness in close relationship contexts,2012,Social Psychological and Personality Science,19900193555,true,36760833600,6603336784,true,true,text_assignment
added,84859630916,10.1016/j.psychsport.2012.03.001,Enhancing self-efficacy and exercise readiness in pregnant women,2012,Psychology of Sport and Exercise,14033,true,35262245500,7004562351,true,true,text_assignment
added,84859850134,10.1016/j.steroids.2012.02.002,NMR assignment of the absolute configuration of C-25 in furostanol steroidal saponins,2012,Steroids,14805,false,38861088500,55666706800,true,true,survey_design
added,84859903900,10.1016/j.psychsport.2012.03.004,Using efficacy information to manipulate proxy efficacy in novice exercisers,2012,Psychology of Sport and Exercise,14033,true,35762355900,56320597300,true,false,
added,84861318154,10.1111/j.1540-5893.2012.00493.x,"Motivating Environmental Action in a Pluralistic Regulatory Environment: An Experimental Study of Framing, Crowding Out, and Institutional Effects in the Context of Recycling Policies",2012,Law and Society Review,17591,true,25947420500,12765223300,true,true,survey_design
added,84861669569,,The Effects of Framing on Consumers' Choice of GM Foods,2011,Agbioforum,74286,false,7007018227,35578894000,true,true,survey_design
added,84861921805,,Effect of genetic explanations of type 2 diabetes on attitudes to treatment efficacy,2012,Journal of Diabetes Nursing,9500154121,false,55243552200,8063061900,true,true,survey_design
added,84861953812,10.1016/j.infsof.2012.02.005,Issue-based variability management,2012,Information and Software Technology,18732,false,25630087000,6603874399,true,true,survey_design
added,84862565840,10.1016/j.jsr.2012.02.002,Young drivers' perceptions of culpability of sleep-deprived versus drinking drivers,2012,Journal of Safety Research,29284,true,36242666200,7102261540,true,false,
added,84862608516,10.1130/GES00714.1,A terrestrial lidar-based workflow for determining three-dimensional slip vectors and associated uncertainties,2012,Geosphere,5700191218,false,36813417300,12042538200,true,true,survey_design
added,84862990975,10.1016/j.ecss.2012.04.024,Oceanic and local environmental conditions as forcing mechanisms of the glass eel recruitment to the southernmost European estuary,2012,Estuarine Coastal and Shelf Science,26844,true,56607954500,7006617990,true,true,survey_design
added,84863304248,10.1002/ase.1274,The effects of passive and active learning on student preference and performance in an undergraduate basic science course,2012,Anatomical Sciences Education,12100154911,false,56874755000,55102805900,true,true,survey_design
added,84863844496,10.7307/ptt.v24i3.313,Application of fuzzy techniques for determining the operating speed based on road geometry,2012,Promet Traffic and Transportation,16909,false,58988808000,30567693400,true,true,survey_design
added,84863885091,10.5114/aoms.2012.29413,Medical errors - Not only patients' problem,2012,Archives of Medical Science,4000151806,false,36053662100,55315241100,true,true,survey_design
added,84864105685,10.1123/jsep.34.2.223,Pregnancy-should women put up their feet or lace up their running shoes?: Self-presentation and the exercise stereotype phenomenon during pregnancy,2012,Journal of Sport and Exercise Psychology,30091,false,35262245500,7004562351,true,false,
added,84864412222,10.1136/jfprhc-2011-100118,Ovarian and cervical cancer awareness: Development of two validated measurement tools,2012,Journal of Family Planning and Reproductive Health Care,25089,false,8311204100,57191898211,true,false,
added,84864766401,10.1016/j.bej.2012.07.011,Comparing two start-up strategies for MBRs: Experimental study and mathematical modelling,2012,Biochemical Engineering Journal,16849,false,15064280900,16401218500,true,true,survey_design
added,84864857024,10.5840/schoolman2011881/29,Experimental philosophy and the concept of moral responsibility,2011,Modern Schoolman,5800225446,false,55332288000,55332288000,true,true,survey_design
added,84865352111,10.1093/qje/qjs017,The role of application assistance and information in college decisions: Results from the h&r block fafsa experiment,2012,Quarterly Journal of Economics,29431,true,6507030977,15823017200,true,false,
added,84865478686,10.1177/0020764011408652,Effects of a psychiatric label on medical residents' attitudes,2012,International Journal of Social Psychiatry,16186,true,55346224200,23479442000,true,false,
added,84866755033,,The accuracy of metacomprehension judgments: The biasing effect of text order,2012,Electronic Journal of Research in Educational Psychology,18800156721,false,6507736436,55368060700,true,true,text_assignment
added,84866975774,10.1093/jopart/mur064,"Public participation, procedural Fairness, and evaluations of local governance: The moderating role of uncertainty",2012,Journal of Public Administration Research and Theory,15823,true,36954919800,23976702000,true,true,embedded_design
added,84867226972,,Application of an acoustic-trawl survey design to improve estimates of rockfish biomass,2012,Fishery Bulletin,12802,false,6701630261,55482097500,true,true,survey_design
added,84867230088,10.1016/j.ypmed.2012.06.013,Public opinion about financial incentives for smoking cessation,2012,Preventive Medicine,17665,true,55307634200,26643474200,true,true,survey_design
added,84867745196,10.1111/j.1600-0706.2011.20336.x,Neutral communities in fragmented landscapes,2012,Oikos,24674,true,7005168265,54906010100,true,true,survey_design
added,84867900938,10.1111/j.1525-1446.2012.01038.x,Message Framing and Parents' Intentions to have their Children Vaccinated Against HPV,2012,Public Health Nursing,29368,true,41761227400,55043167200,true,true,text_assignment
added,84868015022,10.1134/S1995421212040120,Control of laminated structures by the acoustic free vibration method,2012,Polymer Science Series D,15600154713,false,56680951600,56680951600,true,true,survey_design
added,84868192082,10.1080/15427560.2011.620199,Retirement investor risk tolerance in tranquil and crisis periods: Experimental survey evidence,2011,Journal of Behavioral Finance,21100218512,true,7004123400,8214890500,true,true,survey_design
added,84869191190,10.1521/jscp.2012.31.8.878,How will i judge you for spending money on treatment? the effect of perceived treatment seeking behavi or on negative eva luation of those with depression,2012,Journal of Social and Clinical Psychology,30085,true,26531333900,36128669100,true,true,text_assignment
added,84869421192,10.1080/02602938.2011.594497,Just a harmless website?: An experimental examination of RateMyProfessors.com's effect on student evaluations,2012,Assessment and Evaluation in Higher Education,5700152760,false,36783934000,36497416500,true,false,
added,84870045743,10.1017/S0025315411001603,Effects of trawling on fish and invertebrates from deep-sea coral facies of Isidella elongata in the western Mediterranean,2012,Journal of the Marine Biological Association of the United Kingdom,12162,true,6603922259,7007130996,true,true,survey_design
added,84870229187,10.3103/S0003701X12030127,Extrinsic thermal voltaic effect in photothermal elements,2012,Applied Solar Energy English Translation of Geliotekhnika,13320,false,7005876217,7005876217,true,true,survey_design
added,84871574553,10.1016/j.psychsport.2012.11.006,The role of affect in the decision to exercise: Does being happy lead to a more active lifestyle?,2013,Psychology of Sport and Exercise,14033,true,55537149100,57190437914,true,true,survey_design
added,84872112507,10.1515/1542-6580.3003,A numerical and experimental survey of a liquid-liquid axial cyclone,2012,International Journal of Chemical Reactor Engineering,130033,false,55550840000,6602750337,true,true,survey_design
added,84872186118,,Knowledge-base and online self-service,2011,Journal of Electronic Commerce Research,21100210920,false,37017305400,8580067600,true,true,survey_design
added,84872967556,10.1016/j.foodqual.2012.10.008,Measuring consumer resistance to a new food technology: A choice experiment in meat packaging,2013,Food Quality and Preference,23161,true,55571539400,55571080500,true,false,
added,84873620035,10.1016/j.ecolind.2012.12.005,Geometric morphology as an alternative for measuring the diversity of fish assemblages,2013,Ecological Indicators,20292,true,55889272700,6701383005,true,true,survey_design
added,84873739468,10.1016/j.ecss.2012.09.020,Distribution of relatively rare demersal elasmobranchs in the eastern Mediterranean,2013,Estuarine Coastal and Shelf Science,26844,true,6603028848,7801594687,true,true,survey_design
added,84873748289,10.1007/s12144-012-9161-2,The Effects of Statistical Format and Population Specificity on Adolescent Perceptions of Cell Phone Use While Driving,2013,Current Psychology,13479,true,55579812800,23394250100,true,false,
added,84874376108,10.1089/cyber.2012.0283,Do online gossipers promote brands?,2013,Cyberpsychology Behavior and Social Networking,19700176047,true,7202222682,23395982600,true,true,survey_design
added,84874904296,10.1002/cssc.201200504,Micro/milliflow processing with selective catalyst microwave heating in the Cu-catalyzed Ullmann etherification reaction: A μ2-process,2013,Chemsuschem,12000154478,false,24469662000,7202036411,true,true,survey_design
added,84874949778,10.1007/s11229-012-0192-x,Self-serving biases and public justifications in trust games,2013,Synthese,27699,true,6603397388,15058239700,true,true,survey_design
added,84875199631,10.1016/j.trf.2013.02.001,Analysis of park-and-ride decision behavior based on Decision Field Theory,2013,Transportation Research Part F Traffic Psychology and Behaviour,20897,false,15832931000,55627739200,true,true,survey_design
added,84875241762,10.1016/j.buildenv.2013.02.008,Moisture dynamics in an historical masonry structure: The Cathedral of Lecce (South Italy),2013,Building and Environment,26874,true,36470048900,36470048900,true,true,survey_design
added,84875243382,10.1016/j.wasman.2012.05.041,Steam gasification of waste tyre: Influence of process temperature on yield and product composition,2013,Waste Management,26490,true,8327813300,8327812800,true,true,survey_design
added,84875349873,,The effect of the norm of reciprocity in deterring inconsiderate behavior: The gratitude message and knowledge of the sender's identity,2012,Research in Social Psychology,19400157157,false,55630508900,7501317302,true,true,text_assignment
added,84875632511,,Modelling and experimentation of heat exchanges in a building with double envelope and straws bullets,2013,International Review of Mechanical Engineering,19500156811,false,55062267300,55251824400,true,true,survey_design
added,84875797748,10.1080/10361146.2012.760525,When do Citizens Demand Punishment of Corruption?,2013,Australian Journal of Political Science,15731,true,6602246665,6602246665,true,true,survey_design
added,84876287988,10.1097/OLQ.0b013e318283c8a8,Increasing human papillomavirus vaccine acceptability by tailoring messages to young adult women's perceived barriers,2013,Sexually Transmitted Diseases,24944,true,6603226983,16028893500,true,true,text_assignment
added,84876339032,10.1016/j.ijhm.2013.02.014,The roles of brand equity and branding strategy: A study of restaurant food crises,2013,International Journal of Hospitality Management,28686,false,55334348800,59157657900,true,true,survey_design
added,84876734748,10.1016/j.solener.2013.03.008,Thermal characterization of a cavity receiver for hydrogen production by thermochemical cycles operating at moderate temperatures,2013,Solar Energy,13333,true,13607190600,24066665400,true,true,survey_design
added,84877344602,10.1016/j.matdes.2013.03.046,"An experimental survey on combined effects of fibers and nanosilica on the mechanical, rheological, and durability properties of self-compacting concrete",2013,Materials and Design,17797,false,55683303700,42262296200,true,true,survey_design
added,84877878010,10.1080/10807039.2012.702015,Public Reactions to Risk Messages Communicating Different Sources of Uncertainty: An Experimental Test,2013,Human and Ecological Risk Assessment,22651,true,18037703000,6602700252,true,true,text_assignment
added,84878189864,10.12681/mms.324,"IMAS-Fish: Integrated management system to support the sustainability of greek fishery resources. a multidisciplinary web-based database management system: Implementation, capabilities, utilization and future prospects for fisheries stakeholders",2013,Mediterranean Marine Science,19800188031,false,15826621400,15826117100,true,true,survey_design
added,84878972097,,"Consumers' Willingness to Purchase Genetically Modified Products with Superior Benefit when the Conventional Alternative is Risky, and Its Relationship to GM Food",2013,Agbioforum,74286,false,7007018227,7007018227,true,true,survey_design
added,84879559778,10.1190/tle32010072.1,"Using converted-wave seismic data for lithology discrimination in a complex fluvial setting: Tenerife oil field, Middle Magdalena Valley, Colombia",2013,Leading Edge,28492,false,12789342400,12788937600,true,true,survey_design
added,84880587007,10.1080/08870446.2013.764428,The influence of affective and cognitive arguments on message judgement and attitude change: The moderating effects of meta-bases and structural bases,2013,Psychology and Health,14012,true,36110114900,24544594300,true,true,text_assignment
added,84880966556,10.1080/13510347.2013.801254,The perils of polarization and religious parties: The democratic challenges of political fragmentation in Israel and Turkey,2013,Democratization,24034,true,8651100300,8651100300,true,true,survey_design
added,84881064093,10.1163/1937240X-00002100,"Ovary development in the deep-sea shrimp Acanthephyra eximia Smith, 1884 in Sardinian waters",2013,Journal of Crustacean Biology,22543,false,6505973706,7004237770,true,true,survey_design
added,84881086443,10.1037/a0030108,Messages for men: The efficacy of EPPM-based messages targeting men's physical activity,2013,Health Psychology,14277,true,55780785800,55043167200,true,false,
added,84881108389,10.1108/IMCS-09-2012-0054,Resolving vulnerability identification errors using security requirements on business process models,2013,Information Management and Computer Security,19468,false,57197120069,12644975200,true,true,embedded_design
added,84881616841,10.1055/s-0032-1330500,Measuring preferences in healthcare: Introduction to discrete-choice experiments,2013,Gesundheitsokonomie Und Qualitatsmanagement,28485,false,6603365912,57200912283,true,true,survey_design
added,84882254607,10.2478/ttj-2013-0006,Individual attitudes and shopping mode characteristics affecting the use of e-shopping and related travel,2013,Transport and Telecommunication,12400154710,false,35783922900,6506549346,true,true,survey_design
added,84882652583,10.1080/19312458.2013.813923,Assessing Selective Exposure in Experiments: The Implications of Different Methodological Choices,2013,Communication Methods and Measures,19700190349,true,23102569900,16023197400,true,true,survey_design
added,84882670796,10.1080/15299716.2013.813419,Don't Bi-Negative: Reduction of Negative Attitudes Toward Bisexuals by Blurring the Gender Dichotomy,2013,Journal of Bisexuality,4700152759,false,55831067500,57347883300,true,true,text_assignment
added,84882674239,10.1111/jels.12018,Reference points and contractual choices: An experimental examination,2013,Journal of Empirical Legal Studies,21100217634,true,25947420500,23766385600,true,true,survey_design
added,84882780907,10.1073/pnas.1306374110,Mass support for global climate agreements depends on institutional design,2013,Proceedings of the National Academy of Sciences of the United States of America,21121,true,24075464400,6603654351,true,true,survey_design
added,84883196179,10.4067/S1726-569X2013000100014,Influence of one week education program on the knowledge and approach of Pharmacy students towards diabetes mellitus,2013,Acta Bioethica,10600153355,false,23667560700,59487402200,true,true,survey_design
added,84884156667,10.1007/s10518-013-9456-1,Relevant features of the valley seismic response: The case study of Tuscan Northern Apennine sector,2013,Bulletin of Earthquake Engineering,145209,false,6506046005,57212754759,true,true,survey_design
added,84884190409,10.1515/commun-2013-0011,Dealing with feelings: Positive and negative discrete emotions as mediators of news framing effects,2013,Communications,17650,false,26036187400,6603030334,true,true,survey_design
added,84884198040,10.1063/1.4816690,Analysis on sustainable development countermeasures and barriers of rural household biogas in China,2013,Journal of Renewable and Sustainable Energy,19700194012,true,55683908800,55856148900,true,true,survey_design
added,84885053943,10.1063/1.4822338,Ion heating dynamics in solid buried layer targets irradiated by ultra-short intense laser pulses,2013,Physics of Plasmas,29221,false,35198486600,58093784800,true,true,survey_design
added,84885474494,10.1016/j.jnucmat.2013.01.189,Investigation of RF-enhanced plasma potentials on Alcator C-Mod,2013,Journal of Nuclear Materials,29021,false,24073468400,6701920812,true,true,survey_design
added,84885663717,10.1159/000353459,"The influence of genetic explanations of type 2 diabetes on patients' attitudes to prevention, treatment and personal responsibility for health",2013,Public Health Genomics,14900154701,true,55243552200,8063061900,true,true,survey_design
added,84886002866,10.30843/nzpp.2013.66.5659,Resistance of venturia inaequalis to quinone outside inhibitor (QoI) fungicides in New Zealand apple orchards,2013,New Zealand Plant Protection,7700153231,false,6602911059,21741811900,true,false,
added,84886528909,10.3846/bjrbe.2012.25,"Quantifying the effect of present, past and oncoming alignment on the operating speeds of a two-lane rural road",2012,Baltic Journal of Road and Bridge Engineering,12300154909,false,55887364900,44861134200,true,true,survey_design
added,84886643707,,Light indicator for indoor air stuffiness: Experimental survey in 70 classrooms,2013,Pollution Atmospherique,24489,false,24376246600,26659120100,true,true,survey_design
added,84887059685,10.1088/0256-307X/30/10/108101,Structure and absorbability of a nanometer nonmetallic polymer thin film coating on quartz used in piezoelectric sensors,2013,Chinese Physics Letters,27432,false,59033359400,55917544300,true,true,survey_design
added,84887268629,10.19030/jabr.v29i5.8029,Legislating morality: The effects of tax law complexity on taxpayers' attitudes,2013,Journal of Applied Business Research,100147315,false,55921408300,55921408300,true,true,survey_design
added,84887325184,10.1521/soco.2013.31.5.578,Reading narrative fiction reduces arab-muslim prejudice and offers a safe haven from intergroup anxiety,2013,Social Cognition,14823,true,57225857981,55923861300,true,true,text_assignment
added,84887356550,10.3996/122012-JFWM-107,Wintering sea duck distribution along the Atlantic coast of the United States,2013,Journal of Fish and Wildlife Management,21100265745,false,7201672769,6506725007,true,true,survey_design
added,84888013564,10.1080/08870446.2013.834057,"The blame game: Cervical cancer, knowledge of its link to human papillomavirus and stigma",2014,Psychology and Health,14012,true,55606724000,6603226983,true,true,text_assignment
added,84888032565,10.1115/1.4007527,Heat transfer measurements in a leading edge geometry with racetrack holes and film cooling extraction,2013,Journal of Turbomachinery,20988,false,55218598300,6602099692,true,true,survey_design
added,84888126769,,Silver steps (PASSI d'Argento): Setting up a National surveillance system of the population aged over 64. The results of the National experimental survey with a focus on Physical Activity,2013,Giornale Di Gerontologia,29074,false,57392502800,16307611800,true,true,survey_design
